SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,12220 Bayonne St,Jacksonville,FL,32224,220000,3,2.0,Sans Pareil,1008,,1986,42,218,,Active,,,https://www.redfin.com/FL/Jacksonville/12220-Bayonne-St-32224/home/62404447,NEFLMLS,1157415,N,Y,30.2805014,-81.4958792
MLS Listing,,Single Family Residential,1607 Logan St,Jacksonville,FL,32209,215000,4,2.0,Smiths Allotment,1232,,1909,52,175,,Active,,,https://www.redfin.com/FL/Jacksonville/1607-Logan-St-32209/home/72739474,NEFLMLS,1157410,N,Y,30.3370562,-81.6828946
MLS Listing,,Single Family Residential,2101 Prospect St East,Jacksonville,FL,32254,180000,3,2.0,Allandale,1272,,1950,57,142,,Active,,,https://www.redfin.com/FL/Jacksonville/2101-Prospect-St-E-32254/home/62439599,NEFLMLS,1157268,N,Y,30.349383,-81.7200431
MLS Listing,,Single Family Residential,2386 Dolphin Ave,Jacksonville,FL,32218,237000,4,2.0,Highlands,1490,,1959,51,159,,Active,,,https://www.redfin.com/FL/Jacksonville/2386-Dolphin-Ave-32218/home/62412148,NEFLMLS,1157203,N,Y,30.4253817,-81.6835206
MLS Listing,,Single Family Residential,8232 Frost St North,Jacksonville,FL,32221,259000,3,2.0,Heritage South,1483,,1972,52,175,,Active,,,https://www.redfin.com/FL/Jacksonville/8232-Frost-St-N-32221/home/108818632,NEFLMLS,1157126,N,Y,30.3085416,-81.7865411
MLS Listing,,Single Family Residential,11712 Jocelyn Rd,Jacksonville,FL,32225,348000,3,2.0,Beacon Hills Harbor,1350,,1962,61,258,,Active,,,https://www.redfin.com/FL/Jacksonville/11712-Jocelyn-Rd-32225/home/62418290,NEFLMLS,1156910,N,Y,30.3800299,-81.507993
MLS Listing,,Single Family Residential,8140 Coralberry Ln,Jacksonville,FL,32244,236000,2,2.0,Argyle Forest East Village,1168,,1983,61,202,,Active,,,https://www.redfin.com/FL/Jacksonville/8140-Coralberry-Ln-W-32244/home/72822719,NEFLMLS,1156884,N,Y,30.1991829,-81.759197
MLS Listing,,Single Family Residential,1364 Evergreen Ave,Jacksonville,FL,32206,199000,4,2.0,02019 Campbells Addn To Ja,,,1907,62,,,Active,,,https://www.redfin.com/FL/Jacksonville/1364-Evergreen-Ave-32206/home/72755289,MARMLS,A11169213,N,Y,30.3397522,-81.6432935
MLS Listing,,Single Family Residential,7324 Greenway Dr,Jacksonville,FL,32244,256000,3,2.0,Ortega Hills,1446,,1955,52,177,,Active,,,https://www.redfin.com/FL/Jacksonville/7324-Greenway-Dr-32244/unit-600/home/58726283,NEFLMLS,1156698,N,Y,30.2154696,-81.7080277
MLS Listing,,Single Family Residential,7432 La Ventura Dr South,Jacksonville,FL,32210,245000,4,2.0,English Estates,1254,,1984,62,195,,Active,,,https://www.redfin.com/FL/Jacksonville/7432-La-Ventura-Dr-E-32210/home/72133993,NEFLMLS,1156694,N,Y,30.249127,-81.7697002
MLS Listing,,Single Family Residential,15254 Landmark Cir South,Jacksonville,FL,32226,349990,3,2.0,The Cape,1554,,1985,7,225,3,Active,,,https://www.redfin.com/FL/Jacksonville/15254-Landmark-Cir-S-32226/home/108837941,NEFLMLS,1154867,N,Y,30.5156038,-81.5742738
MLS Listing,,Single Family Residential,3470 Drum St,Jacksonville,FL,32207,274900,3,2.0,Rodney,1444,,1952,59,190,,Active,,,https://www.redfin.com/FL/Jacksonville/3470-Drum-St-32207/home/108899124,NEFLMLS,1155714,N,Y,30.2888124,-81.6293881
MLS Listing,,Single Family Residential,2170 Spring Park Rd,Jacksonville,FL,32207,275000,3,2.0,Waltons Addn,1391,,1952,70,198,,Active,,,https://www.redfin.com/FL/Jacksonville/2170-Spring-Park-Rd-32207/home/108836417,NEFLMLS,1155262,N,Y,30.3029543,-81.6350814
MLS Listing,,Single Family Residential,5635 Atlee Ave,Jacksonville,FL,32205,240000,5,2.0,Buenos Aires,1694,,1973,57,142,,Active,,,https://www.redfin.com/FL/Jacksonville/5635-Atlee-Ave-32205/home/72735821,NEFLMLS,1155187,N,Y,30.3129087,-81.7444099
MLS Listing,,Single Family Residential,7781 Lenox Ave,Jacksonville,FL,32221,248000,4,2.0,Lackawanna,1452,,1930,71,171,,Active,,,https://www.redfin.com/FL/Jacksonville/7781-Lenox-Ave-32221/home/108818720,NEFLMLS,1154993,N,Y,30.3005548,-81.7769291
MLS Listing,,Single Family Residential,1546 West 36th St,Jacksonville,FL,32209,198000,6,2.0,R Hutchinson Grant,1456,,1926,45,136,,Active,,,https://www.redfin.com/FL/Jacksonville/1546-W-36th-St-32209/home/62443013,NEFLMLS,1154777,N,Y,30.3667988,-81.681724
MLS Listing,,Single Family Residential,8165 Newport Rd,Jacksonville,FL,32244,265000,4,2.0,Oak Hill,1830,,1968,60,145,,Active,,,https://www.redfin.com/FL/Jacksonville/8165-Newport-Rd-32244/home/72746074,NEFLMLS,1154714,N,Y,30.2423497,-81.7850033
MLS Listing,,Single Family Residential,12170 Cap Ferrat St,Jacksonville,FL,32224,289000,3,2.0,Sans Pareil,1000,,1990,68,289,,Active,,,https://www.redfin.com/FL/Jacksonville/12170-Cap-Ferrat-St-32224/home/108865824,NEFLMLS,1154071,N,Y,30.2839535,-81.496694
MLS Listing,,Single Family Residential,2591 Hiland St,Jacksonville,FL,32204,229900,4,2.0,Frazees N Riverside,1306,,1938,40,176,,Active,,,https://www.redfin.com/FL/Jacksonville/2591-Hiland-St-32204/home/72734644,NEFLMLS,1154668,N,Y,30.3256637,-81.6937436
MLS Listing,,Single Family Residential,929 Millard Ct West,Jacksonville,FL,32225,294000,3,2.0,Queen Akers,1528,,1962,20,192,,Active,,,https://www.redfin.com/FL/Jacksonville/929-Millard-Ct-W-32225/home/62436343,NEFLMLS,1154630,N,Y,30.3368985,-81.5269639
MLS Listing,,Single Family Residential,4669 Williamsburg Ave,Jacksonville,FL,32208,173400,3,2.0,Osceola Forest,1294,,1954,72,134,,Active,,,https://www.redfin.com/FL/Jacksonville/4669-Williamsburg-Ave-32208/home/108255287,NEFLMLS,1154169,N,Y,30.4053896,-81.7205134
MLS Listing,,Single Family Residential,3717 Freeman Rd,Jacksonville,FL,32207,249000,4,2.0,Pine Forest Heights,1360,,1951,72,183,,Active,,,https://www.redfin.com/FL/Jacksonville/3717-Freeman-Rd-32207/home/108889526,NEFLMLS,1153762,N,Y,30.2854588,-81.6391905
MLS Listing,,Single Family Residential,12787 Attrill Rd,Jacksonville,FL,32258,327000,3,2.0,Manor Del Rio,1378,,1980,26,237,,Active,,,https://www.redfin.com/FL/Jacksonville/12787-Attrill-Rd-32258/home/72776680,NEFLMLS,1153541,N,Y,30.1365539,-81.5625348
MLS Listing,,Single Family Residential,3807 Ernjo Rd,Jacksonville,FL,32209,250000,3,2.0,Moncrief Gardens,1369,,1967,86,183,,Active,,,https://www.redfin.com/FL/Jacksonville/3807-Ernjo-Rd-32209/home/72828197,NEFLMLS,1152994,N,Y,30.3849237,-81.7104438
MLS Listing,,Single Family Residential,1056 Fairwood Ln South,Jacksonville,FL,32205,229000,3,2.0,Murray Hill,1288,,1941,79,178,,Active,,,https://www.redfin.com/FL/Jacksonville/1056-Fairwood-Ln-S-32205/home/108851085,NEFLMLS,1152886,N,Y,30.3117245,-81.7080705
MLS Listing,,Single Family Residential,1449 Aletha Dr,JACKSONVILLE,FL,32211,220000,6,2.0,ROYAL OAKS,2282,24087,1969,15,96,,Active,,,https://www.redfin.com/FL/Jacksonville/1449-Aletha-Dr-32211/home/108815123,Stellar MLS,O6001786,N,Y,30.3388866,-81.5817268
MLS Listing,,Single Family Residential,1710 Carter Landing Blvd,Jacksonville,FL,32221,302990,3,2.0,CARTER LANDING,1342,,2021,22,226,30,Active,,,https://www.redfin.com/FL/Jacksonville/1710-Carter-Landing-Blvd-32221/home/178221123,NEFLMLS,1152213,N,Y,30.2853719,-81.8184926
MLS Listing,,Single Family Residential,737 Moravon Ave,Jacksonville,FL,32211,292000,3,2.0,Arlingwood,1621,,1955,77,180,,Active,,,https://www.redfin.com/FL/Jacksonville/737-Moravon-Ave-32211/home/60469492,NEFLMLS,1152018,N,Y,30.3274101,-81.5633918
MLS Listing,,Single Family Residential,6250 Pettiford Dr East,Jacksonville,FL,32209,179000,4,2.0,Floradale,1338,,1961,97,134,,Active,,,https://www.redfin.com/FL/Jacksonville/6250-Pettiford-Dr-W-32209/home/72829694,NEFLMLS,1151292,N,Y,30.3781697,-81.7205989
MLS Listing,,Single Family Residential,318 Trout River Dr,Jacksonville,FL,32208,339000,3,2.5,Panama Park,2298,,1947,93,148,,Active,,,https://www.redfin.com/FL/Jacksonville/318-Trout-River-Dr-32208/home/72830828,NEFLMLS,1151087,N,Y,30.3904,-81.6448741
MLS Listing,,Single Family Residential,961 Ardmore St,Jacksonville,FL,32208,195000,4,2.0,Meadows At St Johns,1485,,1929,71,131,,Active,,,https://www.redfin.com/FL/Jacksonville/961-Ardmore-St-32208/home/74434086,NEFLMLS,1150642,N,Y,30.3798487,-81.6718416
MLS Listing,,Single Family Residential,7163 Mark St,Jacksonville,FL,32210,260000,5,4.0,Sweetwater Park,2217,,1962,80,117,,Active,,,https://www.redfin.com/FL/Jacksonville/7163-Mark-St-32210/home/72816506,NEFLMLS,1150287,N,Y,30.2676774,-81.7635984
MLS Listing,,Single Family Residential,1403 West 33rd St,Jacksonville,FL,32209,145000,3,2.0,Moncrief Heights,1232,,1958,64,118,,Active,,,https://www.redfin.com/FL/Jacksonville/1403-W-33rd-St-32209/home/108255243,NEFLMLS,1145733,N,Y,30.3651544,-81.6780236
MLS Listing,,Single Family Residential,7843 Lenox,Jacksonville,FL,32221,219000,3,2.0,Lackawanna,1581,,1928,27,139,,Active,,,https://www.redfin.com/FL/Jacksonville/7843-Lenox-Ave-32221/home/108783330,NEFLMLS,1143922,N,Y,30.3000621,-81.7782259
MLS Listing,,Single Family Residential,9320 Garden St,Jacksonville,FL,32219,249000,3,2.0,SECTION LAND,1104,,1960,99,226,,Active,,,https://www.redfin.com/FL/Jacksonville/9320-Garden-St-32219/home/108885083,NEFLMLS,1143206,N,Y,30.4074084,-81.8169068
MLS Listing,,Single Family Residential,2431 Caladium Rd,Jacksonville,FL,32211,349800,4,3.0,Arlington Hills,3182,,1956,163,110,,Active,,,https://www.redfin.com/FL/Jacksonville/2431-Caladium-Rd-32211/home/108857998,NEFLMLS,1143027,N,Y,30.3480125,-81.588083
MLS Listing,,Single Family Residential,1214 Franklin St,Jacksonville,FL,32206,81500,4,2.0,Campbell Addn To Jax,1590,,1899,110,51,,Active,,,https://www.redfin.com/FL/Jacksonville/1214-Franklin-St-32206/home/62409873,NEFLMLS,1142331,N,Y,30.3379549,-81.6395223
MLS Listing,,Single Family Residential,2967 Ernest St,Jacksonville,FL,32205,282000,3,2.0,Central Addn To Rive,1370,,1996,170,206,,Active,,,https://www.redfin.com/FL/Jacksonville/2967-Ernest-St-32205/home/108852724,NEFLMLS,1141946,N,Y,30.3179239,-81.7042645
MLS Listing,,Single Family Residential,8537 Bengalin Ave,Jacksonville,FL,32211,308000,3,2.0,Arlington,1985,,1960,177,155,,Active,,,https://www.redfin.com/FL/Jacksonville/8537-Bengalin-Ave-32211/home/108883526,NEFLMLS,1140630,N,Y,30.3389389,-81.5636274
MLS Listing,,Single Family Residential,2423 Green Oak Dr,Jacksonville,FL,32211,277600,4,2.0,Lake Lucina,1800,,1954,215,154,,Active,,,https://www.redfin.com/FL/Jacksonville/2423-Green-Oak-Dr-32211/home/58747725,NEFLMLS,1134507,N,Y,30.347571,-81.590337
MLS Listing,,Single Family Residential,4842 Sappho Ave,Jacksonville,FL,32205,259000,3,2.0,Fosters,1112,,1940,202,233,,Active,,,https://www.redfin.com/FL/Jacksonville/4842-Sappho-Ave-32205/home/105517761,NEFLMLS,1133677,N,Y,30.3128525,-81.73009
MLS Listing,,Single Family Residential,5612 Sabena Rd,Jacksonville,FL,32207,277300,4,3.0,Santa Monica,1810,,1961,229,153,,Active,,,https://www.redfin.com/FL/Jacksonville/5612-Sabena-Rd-32207/home/62409104,NEFLMLS,1131968,N,Y,30.2788253,-81.6075957
MLS Listing,,Single Family Residential,2918 Cesery Blvd,Jacksonville,FL,32277,271000,5,2.0,Arlington Hills,2282,,1958,253,119,,Active,,,https://www.redfin.com/FL/Jacksonville/2918-Cesery-Blvd-32277/home/58744889,NEFLMLS,1127297,N,Y,30.3541068,-81.5974037
MLS Listing,,Single Family Residential,5612 Oliver St,Jacksonville,FL,32211,250000,4,3.0,Eggleston Heights,2332,,1954,257,107,,Active,,,https://www.redfin.com/FL/Jacksonville/5612-Oliver-St-32211/home/62407810,NEFLMLS,1127233,N,Y,30.3401026,-81.6021144
MLS Listing,,Single Family Residential,8824 10th Ave,Jacksonville,FL,32208,347500,4,2.0,Rio Vista,1903,,1961,261,183,,Active,,,https://www.redfin.com/FL/Jacksonville/8824-10th-Ave-32208/home/58711294,NEFLMLS,1126307,N,Y,30.398885,-81.6913484
MLS Listing,,Single Family Residential,5654 Bennington Dr,Jacksonville,FL,32244,140000,2,2.0,LEXINGTON SQUARE,,,1986,317,,,Active,,,https://www.redfin.com/FL/Jacksonville/5654-Bennington-Dr-32244/home/108852589,MARMLS,A11060841,N,Y,30.2442118,-81.7295949
MLS Listing,,Single Family Residential,1516 West 9th St,Jacksonville,FL,32209,150000,6,2.0,Lincoln Park,2587,,1916,158,58,,Active,,,https://www.redfin.com/FL/Jacksonville/1516-W-9th-St-32209/home/108777522,NEFLMLS,1116463,N,Y,30.3479819,-81.6804406
MLS Listing,,Single Family Residential,1444 E 26 Street St,Jacksonville,FL,32206,130000,7,3.0,02374 Edmondsons S/d Lot 5 Blk,3352,,1969,353,39,,Active,,,https://www.redfin.com/FL/Jacksonville/1444-E-26th-St-32206/home/72759253,Beaches MLS,RX-10716607,N,Y,30.3603771,-81.6360124
For-Sale-by-Owner Listing,,Single Family Residential,507 W 16th St,Jacksonville,FL,32206,350000,3,2.0,Jacksonville,1812,5000,1980,27,193,,Active,,,https://www.redfin.com/FL/Jacksonville/507-W-16th-St-32206/home/178980056,Fizber.com,11466007,N,Y,30.35369,-81.661737
For-Sale-by-Owner Listing,,Single Family Residential,4158 Arcot Cir,Jacksonville,FL,32210,270000,5,3.5,Jacksonville,2056,10019,1955,39,131,,Active,,,https://www.redfin.com/FL/Jacksonville/4158-Arcot-Cir-32210/home/62486367,Fizber.com,11465590,N,Y,30.2653442,-81.7437931
For-Sale-by-Owner Listing,,Single Family Residential,118 33rd St W,Jacksonville,FL,32206,130000,2,2.0,Jacksonville,1153,6090,1926,39,113,,Active,,,https://www.redfin.com/FL/Jacksonville/118-33rd-St-W-32206/home/108856919,Fizber.com,11465375,N,Y,30.364286,-81.6558308
For-Sale-by-Owner Listing,,Single Family Residential,5428 Morse Ave,Jacksonville,FL,32244,330000,3,2.0,Jacksonville,1738,30927,2005,48,190,,Active,,,https://www.redfin.com/FL/Jacksonville/5428-Morse-Ave-32244/home/108827781,Fizber.com,11464996,N,Y,30.2260931,-81.7213239
For-Sale-by-Owner Listing,,Single Family Residential,11466 Sweet Cherry Ln S,Jacksonville,FL,32225,350000,3,2.0,Jacksonville,1675,8777,1989,74,209,,Active,,,https://www.redfin.com/FL/Jacksonville/11466-Sweet-Cherry-Ln-S-32225/home/62466044,Fizber.com,11463295,N,Y,30.3832922,-81.5141671
For-Sale-by-Owner Listing,,Single Family Residential,4290 Windergate Dr,Jacksonville,FL,32257,195000,2,2.5,Jacksonville,1314,2330,1984,107,148,,Active,,,https://www.redfin.com/FL/Jacksonville/4290-Windergate-Dr-32257/home/108879323,Fizber.com,11461238,N,Y,30.1804456,-81.6043733
For-Sale-by-Owner Listing,,Single Family Residential,2444 Ormsby Cir E,Jacksonville,FL,32210,330000,3,2.0,Jacksonville,1240,9709,1954,169,266,,Active,,,https://www.redfin.com/FL/Jacksonville/2444-Ormsby-Cir-E-32210/home/108792271,Fizber.com,11456660,N,Y,30.2733884,-81.7371007
For-Sale-by-Owner Listing,,Single Family Residential,4533 Windergate Dr,Jacksonville,FL,32257,189900,2,2.5,Jacksonville,1314,2716,1985,220,145,,Active,,,https://www.redfin.com/FL/Jacksonville/4533-Windergate-Dr-32257/home/108863008,Fizber.com,11450812,N,Y,30.1794475,-81.6020185
For-Sale-by-Owner Listing,,Single Family Residential,2565 Calvin St,Jacksonville,FL,32204,119000,3,2.0,Jacksonville,1044,3598,1972,230,114,,Active,,,https://www.redfin.com/FL/Jacksonville/2565-Calvin-St-32204/home/58754338,Fizber.com,11449878,N,Y,30.3262284,-81.6933052
For-Sale-by-Owner Listing,,Single Family Residential,5910 Norde Dr W,Jacksonville,FL,32244,210000,3,2.0,Jacksonville,1756,8625,1959,244,120,,Active,,,https://www.redfin.com/FL/Jacksonville/5910-Norde-Dr-W-32244/home/62400388,Fizber.com,11448094,N,Y,30.2416265,-81.7535988
For-Sale-by-Owner Listing,,Single Family Residential,4326 Hercules Ave,Jacksonville,FL,32205,238000,2,2.0,Jacksonville,1600,13503,1941,261,149,,Active,,,https://www.redfin.com/FL/Jacksonville/4326-Hercules-Ave-32205/home/108881740,Fizber.com,11446312,N,Y,30.3056631,-81.721112
New Construction Plan,,Single Family Residential,Cedar,Jacksonville,FL,32226,349990,3,2.0,Hidden Bluff,1590,,,,220,,Active,,,https://www.redfin.com/FL/Jacksonville/Hidden-Bluff/Cedar/home/179270826,NewHomeSource.com,Plan-192008822,N,Y,30.543487,-81.614857
New Construction Plan,,Single Family Residential,Ruby,Jacksonville,FL,32210,331950,4,2.0,Walkers Ridge,1822,,,,182,,Active,,,https://www.redfin.com/FL/Jacksonville/Walkers-Ridge/Ruby/home/174757287,NewHomeSource.com,Plan-191885012,N,Y,30.2498,-81.81869
New Construction Plan,,Single Family Residential,BRIO,Jacksonville,FL,32218,310990,4,2.5,Osprey Landing,2358,,,,132,,Active,,,https://www.redfin.com/FL/Jacksonville/Osprey-Landing/BRIO/home/177062300,NewHomeSource.com,Plan-191506592,N,Y,30.4375335,-81.7358578
New Construction Plan,,Single Family Residential,Coral,Jacksonville,FL,32210,333950,3,2.5,Walkers Ridge,1772,,,,188,,Active,,,https://www.redfin.com/FL/Jacksonville/Walkers-Ridge/Coral/home/174757288,NewHomeSource.com,Plan-191885011,N,Y,30.2498,-81.81869
New Construction Plan,,Single Family Residential,CHARLE,Jacksonville,FL,32218,295990,3,2.0,Osprey Landing,2124,,,,139,,Active,,,https://www.redfin.com/FL/Jacksonville/Osprey-Landing/CHARLE/home/177062302,NewHomeSource.com,Plan-191506591,N,Y,30.4375335,-81.7358578
New Construction Plan,,Single Family Residential,Onyx,Jacksonville,FL,32210,314950,3,2.0,Walkers Ridge,1568,,,,201,,Active,,,https://www.redfin.com/FL/Jacksonville/Walkers-Ridge/Onyx/home/174757289,NewHomeSource.com,Plan-191885010,N,Y,30.2498,-81.81869
New Construction Plan,,Single Family Residential,TREVI,Jacksonville,FL,32218,294990,4,3.0,Osprey Landing,2028,,,,145,,Active,,,https://www.redfin.com/FL/Jacksonville/Osprey-Landing/TREVI/home/177062304,NewHomeSource.com,Plan-191506590,N,Y,30.4375335,-81.7358578
New Construction Plan,,Single Family Residential,VERO,Jacksonville,FL,32234,266990,3,2.0,Winchester Ridge,1222,,,,218,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/VERO/home/179167334,NewHomeSource.com,Plan-191904843,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,HALLE,Jacksonville,FL,32218,275990,3,2.0,Osprey Landing,1712,,,,161,,Active,,,https://www.redfin.com/FL/Jacksonville/Osprey-Landing/HALLE/home/177062305,NewHomeSource.com,Plan-191506589,N,Y,30.4375335,-81.7358578
New Construction Plan,,Single Family Residential,Cedar,Jacksonville,FL,32226,339990,3,2.0,Timber Cove,1590,,,,214,,Active,,,https://www.redfin.com/FL/Jacksonville/Timber-Cove/Cedar/home/176919638,NewHomeSource.com,Plan-191916509,N,Y,30.5059385,-81.5791967
New Construction Plan,,Single Family Residential,ELAN,Jacksonville,FL,32218,265990,3,2.0,Osprey Landing,1544,,,,172,,Active,,,https://www.redfin.com/FL/Jacksonville/Osprey-Landing/ELAN/home/177062306,NewHomeSource.com,Plan-191506588,N,Y,30.4375335,-81.7358578
New Construction Plan,,Single Family Residential,SERENATA,Jacksonville,FL,32219,331990,4,2.5,Highland Chase - Highland Chase 60s,2512,,,,132,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-60s/SERENATA/home/177062277,NewHomeSource.com,Plan-191662828,N,Y,30.406579,-81.8261544
New Construction Plan,,Single Family Residential,PRINCETON,Jacksonville,FL,32219,326990,3,2.0,Highland Chase - Highland Chase 60s,2268,,,,144,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-60s/PRINCETON/home/177062276,NewHomeSource.com,Plan-191733038,N,Y,30.406579,-81.8261544
New Construction Plan,,Single Family Residential,TIVOLI,Jacksonville,FL,32219,326990,4,3.0,Highland Chase - Highland Chase 60s,2267,,,,144,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-60s/TIVOLI/home/177499523,NewHomeSource.com,Plan-191662826,N,Y,30.4065708,-81.8261544
New Construction Plan,,Single Family Residential,MEDALLION,Jacksonville,FL,32219,346990,4,3.0,Highland Chase - Highland Chase 60s,2657,,,,131,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-60s/MEDALLION/home/177062278,NewHomeSource.com,Plan-191662825,N,Y,30.406579,-81.8261544
New Construction Plan,,Single Family Residential,CHARLE,Jacksonville,FL,32219,316490,3,2.0,Highland Chase - Highland Chase 50s,2124,,,,149,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-50s/CHARLE/home/177499524,NewHomeSource.com,Plan-191662824,N,Y,30.4065708,-81.8261544
New Construction Plan,,Single Family Residential,BRIO,Jacksonville,FL,32219,330990,4,2.5,Highland Chase - Highland Chase 50s,2358,,,,140,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-50s/BRIO/home/177499525,NewHomeSource.com,Plan-191662823,N,Y,30.4065708,-81.8261544
New Construction Plan,,Single Family Residential,TREVI,Jacksonville,FL,32219,318490,4,3.0,Highland Chase - Highland Chase 50s,2028,,,,157,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-50s/TREVI/home/177499526,NewHomeSource.com,Plan-191662822,N,Y,30.4065708,-81.8261544
New Construction Plan,,Single Family Residential,ELAN,Jacksonville,FL,32219,291490,3,2.0,Highland Chase - Highland Chase 50s,1544,,,,189,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-50s/ELAN/home/177062279,NewHomeSource.com,Plan-191662821,N,Y,30.406579,-81.8261544
New Construction Plan,,Single Family Residential,Fraser,Jacksonville,FL,32244,349950,3,2.0,Forest Crest,1700,,,,206,,Active,,,https://www.redfin.com/FL/Jacksonville/Forest-Crest/Fraser/home/179000328,NewHomeSource.com,Plan-191911740,N,Y,30.215261,-81.76414
New Construction Plan,,Single Family Residential,HALLE,Jacksonville,FL,32219,301490,3,2.0,Highland Chase - Highland Chase 50s,1712,,,,176,,Active,,,https://www.redfin.com/FL/Jacksonville/Highland-Chase-Highland-Chase-50s/HALLE/home/177499527,NewHomeSource.com,Plan-191662820,N,Y,30.4065708,-81.8261544
New Construction Plan,,Single Family Residential,Beech,Jacksonville,FL,32244,339950,3,2.0,Forest Crest,1576,,,,216,,Active,,,https://www.redfin.com/FL/Jacksonville/Forest-Crest/Beech/home/179059073,NewHomeSource.com,Plan-191911739,N,Y,30.215261,-81.76414
New Construction Plan,,Single Family Residential,Balsam,Jacksonville,FL,32244,328950,3,2.0,Forest Crest,1393,,,,236,,Active,,,https://www.redfin.com/FL/Jacksonville/Forest-Crest/Balsam/home/179059074,NewHomeSource.com,Plan-191911738,N,Y,30.215261,-81.76414
New Construction Plan,,Single Family Residential,SUNNYDALE,Jacksonville,FL,32234,339990,4,2.5,Winchester Ridge,2206,,,,154,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/SUNNYDALE/home/177332659,NewHomeSource.com,Plan-191775376,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,SEASIDE,Jacksonville,FL,32234,312990,4,2.0,Winchester Ridge,1934,,,,162,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/SEASIDE/home/177046792,NewHomeSource.com,Plan-191904847,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,ST. GEORGE,Jacksonville,FL,32234,307990,4,2.0,Winchester Ridge,1778,,,,173,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/ST-GEORGE/home/177482731,NewHomeSource.com,Plan-191904846,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,BERKELEY,Jacksonville,FL,32234,292990,3,2.0,Winchester Ridge,1655,,,,177,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/BERKELEY/home/177482732,NewHomeSource.com,Plan-191904845,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,ADELE,Jacksonville,FL,32234,282990,3,2.0,Winchester Ridge,1402,,,,202,,Active,,,https://www.redfin.com/FL/Jacksonville/Winchester-Ridge/ADELE/home/177482733,NewHomeSource.com,Plan-191904844,N,Y,30.2022819,-81.958063
New Construction Plan,,Single Family Residential,Adeline,Jacksonville,FL,32221,329990,3,2.0,Panther Creek,1549,,,,213,,Active,,,https://www.redfin.com/FL/Jacksonville/Panther-Creek/Adeline/home/175314515,NewHomeSource.com,Plan-181900281,N,Y,30.2914579,-81.8574471
